"zip","block_geoid"
78109,480291316012032
78109,480291316012034
78109,480291316012035
78109,480291316012036
78109,480291316012037
78109,480291316012038
78109,480291316012039
78109,480291316012040
78109,480291316012041
78109,480291316012042
78109,480291316012043
78109,480291316012044
78109,480291316012070
78109,480291316012071
78109,480291316012075
78109,480291316012076
78109,480291316012077
78109,480291316012079
78109,480291316012089
78109,480291316061000
78109,480291316061001
78109,480291316061002
78109,480291316061003
78109,480291316061004
78109,480291316061005
78109,480291316061006
78109,480291316061007
78109,480291316061008
78109,480291316061009
78109,480291316061010
78109,480291316061011
78109,480291316061012
78109,480291316061013
78109,480291316061014
78109,480291316061015
78109,480291316061016
78109,480291316061017
78109,480291316061018
78109,480291316061020
78109,480291316061021
78109,480291316061022
78109,480291316061024
78109,480291316061025
78109,480291316061026
78109,480291316061027
78109,480291316061028
78109,480291316061031
78109,480291316061032
78109,480291316061035
78109,480291316061036
78109,480291316061037
78109,480291316061038
78109,480291316061039
78109,480291316061040
78109,480291316061041
78109,480291316061042
78109,480291316061043
78109,480291316061044
78109,480291316061045
78109,480291316061046
78109,480291316061047
78109,480291316061048
78109,480291316061050
78109,480291316061051
78109,480291316061052
78109,480291316061053
78109,480291316061054
78109,480291316061055
78109,480291316061056
78109,480291316061057
78109,480291316061059
78109,480291316061060
78109,480291316062002
78109,480291316062003
78109,480291316062004
78109,480291316062005
78109,480291316062006
78109,480291316062007
78109,480291316062008
78109,480291316062009
78109,480291316062010
78109,480291316062011
78109,480291316062012
78109,480291316062013
78109,480291316062014
78109,480291316062015
78109,480291316062016
78109,480291316062017
78109,480291316062018
78109,480291316062019
78109,480291316062021
78109,480291316062022
78109,480291316062023
78109,480291316062024
78109,480291316062025
78109,480291316062026
78109,480291316062027
78109,480291316062028
78109,480291316062029
78109,480291316062030
78109,480291316062031
78109,480291316062032
78109,480291316081003
78109,480291316081004
78109,480291316081005
78109,480291316081006
78109,480291316081007
78109,480291316081008
78109,480291316081009
78109,480291316081010
78109,480291316081011
78109,480291316081012
78109,480291316081013
78109,480291316081014
78109,480291316081015
78109,480291316081016
78109,480291316081017
78109,480291316081018
78109,480291316081019
78109,480291316081021
78109,480291316081022
78109,480291316081023
78109,480291316081024
78109,480291316081025
78109,480291316081026
78109,480291316081027
78109,480291316081028
78109,480291316081029
78109,480291316081030
78109,480291316081031
78109,480291316081032
78109,480291316082002
78109,480291316082003
78109,480291316082004
78109,480291316082005
78109,480291316082010
78109,480291316082011
78109,480291316082012
78109,480291316082013
78109,480291316082014
78109,480291316082015
78109,480291316082016
78109,480291316082017
78109,480291316082018
78109,480291316082019
78109,480291316082020
78109,480291316082021
78109,480291316082022
78109,480291316082023
78109,480291316082024
78109,480291316082025
78109,480291316082027
78109,480291316082028
78109,480291316082029
78109,480291316082030
78109,480291316082031
78109,480291316082032
78109,480291316082033
78109,480291316082034
78109,480291316082035
78109,480291316091001
78109,480291316091002
78109,480291316091003
78109,480291316091004
78109,480291316091005
78109,480291316091006
78109,480291316091007
78109,480291316091019
78109,480291316093000
78109,480291316093001
78109,480291316093002
78109,480291316093003
78109,480291316093004
78109,480291316093005
78109,480291316093006
78109,480291316093007
78109,480291316093011
78109,480291316093012
78109,480291316093013
78109,480291316101000
78109,480291316101001
78109,480291316101002
78109,480291316101003
78109,480291316101004
78109,480291316101005
78109,480291316101006
78109,480291316101007
78109,480291316101008
78109,480291316101009
78109,480291316101010
78109,480291316101011
78109,480291316101012
78109,480291316101013
78109,480291316101014
78109,480291316101015
78109,480291316101016
78109,480291316102000
78109,480291316102001
78109,480291316102002
78109,480291316102003
78109,480291316102004
78109,480291316102005
78109,480291316102006
78109,480291316102008
78109,480291316102009
78109,480291316102010
78109,480291316102011
78109,480291316102012
78109,480291316102013
78109,480291316102014
78109,480291316102015
78109,480291316102016
78109,480291316102017
78109,480291316102018
78109,480291316102019
78109,480291316102020
78109,480291316102021
78109,480291316121001
78109,480291316121002
78109,480291316121003
78109,480291316121004
78109,480291316121005
78109,480291316121007
78109,480291316121008
78109,480291316121009
78109,480291316121010
78109,480291316121011
78109,480291316121012
78109,480291316121013
78109,480291316121014
78109,480291316121015
78109,480291316121016
78109,480291316121017
78109,480291316121018
78109,480291316121019
78109,480291316121020
78109,480291316121021
78109,480291316121022
78109,480291316121023
78109,480291316121024
78109,480291316153000
78109,480291316153001
78109,480291316153002
78109,480291316153003
78109,480291316153004
78109,480291316153005
78109,480291316153006
78109,480291316153007
78109,480291316153008
78109,480291316153009
78109,480291316153010
78109,480291316153011
78109,480291316153012
78109,480291316153013
78109,480291316153014
78109,480291316153015
78109,480291316153016
78109,480291316153017
78109,480291316153018
78109,480291316153019
78109,480291316153020
78109,480291316153021
78109,480291316153022
78109,480291316153023
78109,480291316153026
78109,480291316153027
78109,480291316153029
78109,480291316161000
78109,480291316161001
78109,480291316161002
78109,480291316161003
78109,480291316161004
78109,480291316161005
78109,480291316161006
78109,480291316161007
78109,480291316161008
78109,480291316161009
78109,480291316161010
78109,480291316161011
78109,480291316161012
78109,480291316161013
78109,480291316162000
78109,480291316162001
78109,480291316162002
78109,480291318021003
78109,480291318022003
78109,480291318022008
78109,480291318022009
78109,480291318022010
78109,480291318022014
78109,480291318022018
78109,480291318022019
78109,480291318022020
78109,480291318022021
78109,480291318022023
78109,480291318022024
78109,480291318022025
78109,480291318022026
78109,480291318022029
78109,480291318022030
78109,480291318022032
78109,480291318022034
78109,480291318022035
78109,480291318022036
78109,480291318022037
78109,480291318022038
78109,480291318022040
78109,480291318022046
78109,480291318022048
78109,480291318022049
78109,480291318022050
78112,480291417002082
78112,480291418001005
78112,480291418001007
78112,480291418001009
78112,480291418001010
78112,480291418001011
78112,480291418001012
78112,480291418001013
78112,480291418001014
78112,480291418001016
78112,480291418001017
78112,480291418001019
78112,480291418001020
78112,480291418001021
78112,480291418001022
78112,480291418001023
78112,480291418001024
78112,480291418001025
78112,480291418001026
78112,480291418001028
78112,480291418001029
78112,480291418001031
78112,480291418001034
78112,480291418001042
78112,480291418001046
78112,480291418001047
78112,480291418001048
78112,480291418001050
78112,480291418001059
78112,480291418001061
78112,480291418001062
78112,480291418001069
78112,480291418001070
78112,480291418002017
78112,480291418003002
78112,480291418003003
78112,480291418003005
78112,480291418003007
78112,480291418003008
78112,480291418003009
78112,480291418003010
78112,480291418003011
78112,480291418003013
78112,480291418003014
78112,480291418003015
78112,480291418003018
78112,480291418003019
78112,480291418003021
78112,480291418003022
78112,480291418003023
78112,480291418003027
78112,480291418003028
78112,480291418003029
78112,480291418003030
78112,480291418003031
78112,480291418003032
78112,480291418003033
78112,480291418003034
78112,480291418003035
78112,480291418003036
78112,480291418003037
78112,480291418003038
78112,480291418003039
78112,480291418003040
78112,480291418003041
78112,480291418003043
78112,480291418003044
78112,480291418003045
78112,480291418003046
78112,480291418003048
78112,480291418003049
78112,480291418003050
78112,480291418003051
78112,480291418003053
78112,480291522015018
78112,480291522021001
78112,480291522021003
78112,480291522021004
78112,480291522021005
78112,480291522021007
78112,480291522021011
78112,480291522021013
78112,480291522021015
78112,480291522021017
78112,480291522021018
78112,480291522021019
78112,480291522021020
78112,480291522021021
78112,480291522021022
78112,480291522021023
78112,480291522021024
78112,480291522021026
78112,480291522021027
78112,480291522021028
78112,480291522021029
78112,480291522021030
78112,480291522021031
78112,480291522021032
78112,480291522021033
78112,480291522021034
78112,480291522021035
78112,480291522021036
78112,480291522021037
78112,480291522021038
78112,480291522021039
78112,480291522021040
78112,480291522021043
78112,480291522021044
78112,480291522021046
78112,480291522021047
78112,480291522021048
78112,480291522021049
78112,480291522021050
78112,480291522021051
78112,480291522021052
78112,480291522021053
78112,480291522022000
78112,480291522022001
78112,480291522022007
78112,480291522022008
78112,480291522022009
78112,480291522022010
78112,480291522022011
78112,480291522022012
78112,480291522022013
78112,480291522022014
78112,480291522022015
78112,480291522022016
78112,480291522022017
78112,480291522022018
78112,480291522022019
78112,480291522022020
78112,480291522022021
78112,480291522022022
78112,480291522022023
78112,480291522022024
78112,480291522022025
78148,480291216011000
78148,480291216011001
78148,480291216011002
78148,480291216011003
78148,480291216011004
78148,480291216011006
78148,480291216011007
78148,480291216011008
78148,480291216011009
78148,480291216011010
78148,480291216011011
78148,480291216011012
78148,480291216012000
78148,480291216012001
78148,480291216012002
78148,480291216012003
78148,480291216012004
78148,480291216012005
78148,480291216012006
78148,480291216012007
78148,480291216012008
78148,480291216012009
78148,480291216012010
78148,480291216012011
78148,480291216012012
78148,480291216012013
78148,480291216013000
78148,480291216013001
78148,480291216013002
78148,480291216013003
78148,480291216013004
78148,480291216013005
78148,480291216013006
78148,480291216013007
78148,480291216013008
78148,480291216013009
78148,480291216013010
78148,480291216013011
78148,480291216013012
78148,480291216014000
78148,480291216014001
78148,480291216014002
78148,480291216014003
78148,480291216014004
78148,480291216014005
78148,480291216014006
78148,480291216014007
78148,480291216014008
78148,480291216014009
78148,480291216014010
78148,480291216014011
78148,480291216014012
78148,480291216014013
78148,480291216014014
78148,480291216014015
78148,480291216014016
78148,480291216014017
78148,480291216014018
78148,480291216014019
78148,480291216041001
78148,480291216041002
78148,480291216041003
78148,480291216041004
78148,480291216041005
78148,480291216041006
78148,480291216041007
78148,480291216041008
78148,480291216041010
78148,480291216042000
78148,480291216042001
78148,480291216042002
78148,480291216042003
78148,480291216042004
78148,480291216042005
78148,480291216042006
78148,480291216042007
78148,480291216042008
78148,480291216042009
78148,480291216042010
78148,480291216042011
78148,480291216042012
78148,480291216045000
78148,480291216045001
78148,480291216045002
78148,480291216045003
78148,480291216045004
78148,480291216045005
78148,480291216045006
78148,480291216045007
78148,480291216045008
78148,480291216045009
78148,480291216045010
78148,480291216045011
78148,480291216045012
78148,480291216045013
78148,480291216045014
78148,480291216045017
78148,480291216052014
78148,480291216052018
78148,480291217011000
78148,480291217011001
78148,480291217011002
78148,480291217011003
78148,480291217011004
78148,480291217011005
78148,480291217011006
78148,480291217011007
78148,480291217011008
78148,480291217011009
78148,480291217011010
78148,480291217012000
78148,480291217012001
78148,480291217012002
78148,480291217012003
78148,480291217013000
78148,480291217013001
78148,480291217013002
78148,480291217013003
78148,480291217013004
78148,480291217013005
78148,480291217013006
78148,480291217013007
78148,480291217013008
78148,480291217013009
78148,480291217013010
78148,480291217013011
78148,480291217013012
78148,480291217013013
78148,480291217013014
78148,480291217014000
78148,480291217014001
78148,480291217014002
78148,480291217014003
78148,480291217014004
78148,480291217014005
78148,480291217014006
78148,480291217014007
78148,480291217014008
78148,480291217014009
78148,480291217014010
78148,480291217014011
78148,480291217014012
78148,480291217014013
78148,480291217014014
78148,480291217014015
78148,480291217014016
78148,480291217014017
78148,480291217014018
78148,480291217014019
78148,480291217014020
78148,480291217014021
78148,480291217014022
78148,480291217014023
78148,480291217014025
78148,480291217014026
78148,480291217021007
78148,480291217021008
78148,480291217021009
78148,480291217021010
78148,480291217021011
78148,480291217021012
78148,480291217021013
78148,480291217021024
78148,480291217021025
78148,480291217022011
78148,480291217022012
78148,480291217022013
78148,480291217022014
78148,480291217022017
78148,480291217022018
78148,480291217022019
78148,480291217022020
78148,480291217022024
78148,480291217022025
78148,480291217022026
78148,480291217022030
78148,480291217022034
78148,480291217023000
78148,480291217023001
78148,480291217023002
78148,480291217023003
78148,480291217023004
78148,480291217023005
78148,480291217023006
78148,480291217023007
78148,480291217023008
78148,480291217023009
78148,480291217023010
78148,480291217023011
78148,480291217023012
78150,480291316012032
78152,480291318011009
78152,480291318011010
78152,480291318011011
78152,480291318011012
78152,480291318011015
78152,480291318011016
78152,480291318011017
78152,480291318011018
78152,480291318011022
78152,480291318011024
78152,480291318011026
78152,480291318011027
78152,480291318011028
78152,480291318011029
78152,480291318011030
78152,480291318011031
78152,480291318011032
78152,480291318011033
78152,480291318011034
78152,480291318012000
78152,480291318012001
78152,480291318012002
78152,480291318012003
78152,480291318012004
78152,480291318012005
78152,480291318012006
78152,480291318012011
78152,480291318012012
78152,480291318022011
78152,480291318022013
78152,480291318022015
78152,480291318022016
78152,480291318022017
78152,480291318022041
78152,480291318022042
78152,480291318022043
78152,480291318022044
78152,480291318022045
78152,480291318023000
78152,480291318023001
78152,480291318023011
78152,480291318023012
78152,480291318023016
78154,480291217021005
78154,480291217021006
78154,480291217021014
78154,480291217021015
78154,480291217021016
78154,480291217021017
78154,480291217021018
78154,480291217021019
78154,480291217021020
78154,480291217021021
78154,480291217021022
78154,480291217021023
78154,480291217021026
78154,480291217022002
78154,480291217022003
78154,480291217022004
78154,480291217022006
78154,480291217022007
78154,480291217022015
78154,480291217022016
78154,480291217022021
78154,480291217022029
78154,480291217022033
78154,480291219091000
78154,480291219091001
78154,480291219091002
78154,480291219091003
78154,480291219091004
78154,480291219091005
78154,480291219091006
78154,480291219091007
